year_month,patient_uuid,Region,Company,survey_result,sessions
202104,5225e4c8-a0c3-436a-932a-4dd0b0b00d6d,Porto,HealthPlus,7,5
202104,c9a49c81-56e5-44b5-96d6-c551d6e7929e,Lisboa,MedicoTech,8,5
202104,8a14df72-cfca-4ac2-8e8e-f9dd817a6bbe,Coimbra,MedicoTech,10,21
202104,07458aca-a329-45c9-ad01-5b99c7435113,Lisboa,HealthPlus,10,19
202104,fd94f6a7-6ffe-459c-b3e3-f26a450ee943,Coimbra,VitaLife,3,13
202104,00c313a8-bd6f-41d6-ad0e-d7ffd644af54,Porto,VitaLife,4,13
202104,45fab91a-34d2-46af-bcdf-e4381274703c,Lisboa,MedicoTech,5,13
202104,eff94c9c-abc2-4820-a880-cc0ae1eebd7b,Lisboa,MedicoTech,,1
202104,117b6069-d38c-4697-bf85-f9f896d30588,Porto,HealthPlus,10,29
202104,7399f5df-f6dd-48d4-930b-48ba3d6edf9b,Coimbra,HealthPlus,6,8
202104,aad9aca7-d188-47e8-80b0-e4d5741b2e6e,Porto,MedicoTech,8,8
202104,eec87754-c7db-435f-baeb-d00a50f05062,Coimbra,VitaLife,10,8
202104,a6fdfb9e-adf6-410e-8473-66fb0b212ba9,Coimbra,CareWell,5,14
202104,bfdb128b-035f-41d1-9922-d87062340271,Porto,HealthPlus,7,14
202104,4b307b6b-eeef-422c-b1d8-72af63e32a08,Coimbra,CareWell,8,14
202104,6e3dfade-9c72-462a-bf0f-79491ea81fe7,Lisboa,VitaLife,9,14
202104,76b59dc2-8468-4404-b184-8bb1b3c8823e,Lisboa,VitaLife,8,24
202104,e23482b1-8d5b-4654-b0ba-17f17707828c,Coimbra,VitaLife,9,24
202104,7c3940d6-f043-46da-a3db-eaa764e22cdd,Coimbra,VitaLife,10,24
202104,dadd93ed-583a-4d44-8a37-52cc8a0a44c6,Lisboa,HealthPlus,10,23
202104,e439b8de-f425-4e0a-b720-03bf448139cd,Lisboa,VitaLife,10,8
202104,855d26a0-3614-47b8-986c-8e018e6c7faa,Coimbra,HealthPlus,9,36
202104,1c77bd88-ff88-4900-93cd-2dd89a1fac6b,Lisboa,VitaLife,10,36
202104,37d183a3-9561-403c-915c-0706f1de7374,Lisboa,MedicoTech,9,18
202104,cf77aeae-a82b-45bd-bf56-02750b640162,Lisboa,VitaLife,10,18
202104,90cdb580-49af-40e1-934c-0ae37ad0193b,Lisboa,HealthPlus,10,9
202104,23ebfa4a-d774-4c00-80fa-4749043099ab,Lisboa,CareWell,6,19
202104,dbecc0cf-9e35-45bb-8252-f83375b12c9d,Lisboa,MedicoTech,9,19
202104,03ddd80c-b9d5-4a9b-8ccd-45fc41404622,Lisboa,MedicoTech,10,19
202104,a88d31cb-3bd2-4b8e-b1fa-935255931c42,Porto,CareWell,5,16
202104,98b8d306-960b-49ae-888b-bf1d5c80889a,Lisboa,MedicoTech,7,16
202104,fbec7675-f820-4c56-9a09-7d398cc1731c,Porto,MedicoTech,10,22
202104,87212a3f-78bd-40f1-acf7-1f77b1ea44a9,Lisboa,MedicoTech,6,15
202104,bd4c68ee-34d4-47c8-a394-5ee414343bde,Porto,VitaLife,7,15
202104,4c2caed1-0d93-4fdc-b0d9-9b8651b84ae9,Lisboa,MedicoTech,8,15
202104,5cebd09b-0563-4ce8-98fc-a522821c792f,Lisboa,MedicoTech,10,31
202104,cbe012fe-a86c-4212-975c-624c85c749c3,Coimbra,MedicoTech,10,5
202104,33a70536-d3a4-4956-a406-233c67e08fbc,Lisboa,VitaLife,9,17
202104,59d97443-30f2-4b2a-bbdd-90b01346e4cf,Coimbra,VitaLife,10,17
202104,585c7de0-7750-4929-94b4-f103391dfe07,Coimbra,CareWell,10,16
202104,77e23ac2-7f56-4d9f-992e-5d04f97205d3,Lisboa,VitaLife,6,8
202104,940652e7-338a-47c6-81ad-e828794b60c3,Coimbra,VitaLife,10,8
202104,4c2752d5-6c8b-4b57-9af5-5d77a5163e06,Coimbra,CareWell,8,6
202104,f2363ee0-d5b0-4def-bbbe-7691b899dd62,Lisboa,MedicoTech,10,2
202104,b4e91cdb-a1e9-4428-ba51-bcd7ab73157c,Porto,MedicoTech,3,7
202104,330ceed3-cc9c-4c1d-81bb-0ffdf1710b90,Lisboa,VitaLife,8,7
202104,298a2691-1c81-40c7-b6f3-c9d15b038935,Porto,HealthPlus,10,7
202104,896acbff-b436-40f6-917c-9d0905090435,Lisboa,MedicoTech,,2
202104,893206ac-6ca4-4bb6-a027-f6e707476c5f,Lisboa,MedicoTech,8,1
202104,d9c05c28-a0e1-48d1-b08b-a30450759a3a,Porto,VitaLife,9,1
202104,fd4c156b-9e10-4c4b-b996-18ea5238d076,Coimbra,CareWell,10,1
202104,3dc7bad1-145e-4adc-b117-f5e32cf3b355,Coimbra,VitaLife,4,22
202104,a531aef5-7982-4a4e-8525-f5636cc6b519,Porto,HealthPlus,6,22
202104,c56665f9-2a65-4605-8bfa-d7006cd6be1d,Porto,CareWell,8,22
202104,0c9d30a1-d6e2-4d0f-8e08-c515bf2b9cc3,Coimbra,MedicoTech,10,22
202104,1d47739d-6bc0-416e-b0d6-e08db5da0a2b,Lisboa,MedicoTech,9,1
202104,79b288a0-4dbe-4cf8-923c-6c8cbc237d43,Lisboa,VitaLife,7,8
202104,8e591ba5-5d9d-4865-bff9-a5bb2887cee9,Coimbra,VitaLife,8,8
202104,be9e6c43-2250-478b-9471-fe157e986954,Coimbra,CareWell,10,8
202104,f08542da-5824-4d16-bb55-373194e11a50,Lisboa,HealthPlus,8,24
202104,50436d8b-69c6-42ed-9f79-e9cf417e45d6,Coimbra,VitaLife,9,24
202104,0b3db335-dbdc-49a7-99dd-7aedbc53e085,Coimbra,MedicoTech,6,1
202104,4508acbf-c289-4534-9466-46b35c16fc8c,Porto,MedicoTech,6,20
202104,adebb635-1977-41f4-ad9a-5f684baa1a50,Porto,MedicoTech,7,20
202104,efaee393-8dfb-4398-8bd0-96ab25adc00d,Lisboa,CareWell,10,2
202104,aec1a39a-a0f5-4dc4-8868-1fdd7ad2ace2,Porto,HealthPlus,5,6
202104,bdaf8d6a-2d1a-4af7-b992-bf5fee0079fd,Lisboa,HealthPlus,7,6
202104,f23e3c41-fe4e-4368-9338-aa352312fc2e,Coimbra,HealthPlus,5,45
202104,35bb3207-347d-4bd0-ae71-9847aa00f6a8,Lisboa,MedicoTech,7,7
202104,f9b55975-8991-4ad2-b13e-c21cd9ac6441,Coimbra,MedicoTech,8,7
202104,308d771a-49cf-4926-8374-d4e51ce3e42d,Lisboa,MedicoTech,9,7
202104,63dea02e-73d6-47ff-a461-edf8dfdf00db,Coimbra,MedicoTech,,1
202104,f1db1841-98cf-48d1-9ca6-f1dd97d241fb,Lisboa,CareWell,10,8
202104,3b83a06c-9b92-4540-9478-38b636b0fa6c,Porto,VitaLife,3,16
202104,0a310034-36d2-44c9-bbc0-152be3e98fa7,Lisboa,MedicoTech,5,16
202104,ea8b3f79-7cd3-458c-964c-4885cdbef096,Coimbra,VitaLife,7,25
202104,88bc964d-393c-4582-a66e-bc6ccd2b5731,Lisboa,HealthPlus,8,25
202104,b0d58657-ebcf-4e5a-a0db-ba444b48ae8f,Lisboa,CareWell,9,25
202104,794269e4-2531-45aa-9c2b-f51d402d8027,Lisboa,HealthPlus,10,3
202104,102b2d9e-2f22-4dc0-a4f8-9a776fea9b3a,Porto,HealthPlus,10,12
202104,56adb14d-44a8-4de8-a7f2-122e30480bd6,Porto,VitaLife,8,48
202104,0e4eb08c-d532-4c51-90ea-23fb8eace352,Porto,MedicoTech,9,48
202104,667277ef-e9c9-4e96-8294-ea1353bd384a,Coimbra,MedicoTech,10,48
202104,6919ad1f-1cef-491b-bd16-8f072daadf54,Lisboa,HealthPlus,,1
202104,bbd9feb0-6a24-4786-a6bd-ccdeb2e0cd6d,Coimbra,HealthPlus,10,1
202104,c65d86d3-c6c5-4174-9c23-95eea7d39ebf,Lisboa,VitaLife,7,29
202104,48e08d4f-6823-4b3e-a67a-d6e080f5dc7d,Porto,VitaLife,8,29
202104,cd1b4c04-7569-436b-8273-bae3d0791481,Porto,HealthPlus,10,40
202104,6a3f8ec2-00d9-4326-91fb-488d3f440046,Porto,CareWell,,1
202104,a4507aca-117f-400e-82cd-aebf6a4748b5,Coimbra,MedicoTech,,2
202104,0c032aaa-e6b8-40fd-9b69-84fe907fde14,Coimbra,CareWell,,1
202104,3a6128d2-590a-44de-bd06-cecff4c5ef3d,Lisboa,VitaLife,10,4
202104,7cb34f80-a0cb-4592-9d0e-2a973804f687,Porto,VitaLife,8,26
202104,b6e4b0c4-570f-4ce7-981d-670d3b533e27,Lisboa,HealthPlus,10,26
202104,8685d545-d463-4f94-85de-61d5aff439ad,Lisboa,CareWell,7,2
202104,464ec20e-780c-4c83-9ade-8835a9e71072,Lisboa,VitaLife,5,12
202104,37743e6a-4804-4b9d-b586-be152f00f8e8,Lisboa,MedicoTech,6,12
202104,bc3ea787-bbdf-49fc-8f88-f1b7b71f638a,Coimbra,CareWell,10,61
202104,b8fb4410-12df-4fff-abc8-261709461e7d,Coimbra,HealthPlus,8,6
202104,4397747b-d54b-4a51-ac28-d4b9d82907e2,Coimbra,VitaLife,10,6
202104,da502fb8-b310-454c-8612-52e690219710,Lisboa,VitaLife,6,10
202104,0109c5bb-5c61-47ff-9eee-4f36c859ad6c,Porto,HealthPlus,7,10
202104,abf35aff-ba26-4e24-a87f-e2c671380d02,Coimbra,VitaLife,,1
202104,5b8c6b9c-c480-48d4-a042-53fa07091c51,Lisboa,HealthPlus,7,30
202104,1f77c95f-91bb-45cd-9d1d-77350a834500,Lisboa,CareWell,8,30
202104,6d5515f1-08c1-4c06-a126-7793d7217bac,Coimbra,HealthPlus,9,30
202104,cc001843-7864-404d-a539-5b1b992bfbca,Coimbra,CareWell,10,30
202104,14202704-534c-40bc-9d94-a80824f0f2dd,Lisboa,VitaLife,7,9
202104,66e52d71-58a1-479a-a1fd-4f10bb511ec7,Coimbra,MedicoTech,8,9
202104,047da31d-0dd8-4ac1-bbca-b6659b655a19,Lisboa,HealthPlus,9,9
202104,97e93cd5-a5f8-4cfa-afdf-d7c3d6bfb894,Lisboa,CareWell,8,2
202104,78dcf691-c447-4575-b4fa-ab5c2b35a481,Lisboa,MedicoTech,10,5
202104,e7aa6d67-6127-4bf1-a290-4aa2b9a7e311,Coimbra,VitaLife,10,2
202104,42243cd3-895b-431b-a854-3e6073142571,Coimbra,VitaLife,10,23
202104,8f969cbc-0f67-4fd8-a6c4-60fe35c667de,Porto,HealthPlus,9,12
202104,fd3a6b4c-2c5d-4f0a-8a91-ec36a405acdf,Lisboa,VitaLife,8,15
202104,89ea14af-20fb-41fe-b896-7803a1b49934,Lisboa,MedicoTech,9,15
202104,3010f486-35e8-438d-9abf-9dc0802b3dc0,Coimbra,VitaLife,10,15
202104,91bb0f96-e8f5-4fb5-99d0-2bcd087ef604,Porto,MedicoTech,10,21
202104,97b8537d-27d7-41d1-aeee-6ee5c9a1fff4,Coimbra,CareWell,,1
202104,fcc01345-f22a-4353-aa60-efd614a1678a,Lisboa,MedicoTech,10,14
202104,6790ec6e-9593-47e0-966a-83fccb2f3a5b,Porto,CareWell,9,10
202104,ab2aa959-3db5-47b8-aa88-bfa413e8e3e3,Coimbra,CareWell,10,10
202104,615f0655-a8fe-4044-8f6a-897f1785f028,Porto,HealthPlus,7,10
202104,0a24dae7-63e6-4548-a0c1-3d928b7a87c2,Lisboa,CareWell,8,10
202104,fc136a57-a305-4507-ba61-c3d36a2a9e31,Porto,MedicoTech,10,12
202104,930a0b8f-c5a4-4f84-947e-05a29bd42830,Porto,MedicoTech,3,11
202104,6bf7fe2a-c769-4fe4-9c75-e96eab952461,Lisboa,HealthPlus,4,11
202104,aa18cbd8-56fd-44e0-ab5e-01ee79769e29,Lisboa,MedicoTech,6,11
202104,85eb63f8-d875-4589-aef5-cb3bed067aee,Lisboa,MedicoTech,7,11
202104,c8c5ae4b-93c4-4fcf-ae09-82f24e0c11b4,Porto,VitaLife,8,11
202104,77c02d8b-76f2-4f2f-ba3d-250ddd9bd141,Lisboa,HealthPlus,6,28
202104,bf2447f6-3448-4b37-8428-c3d1a241ca8c,Lisboa,MedicoTech,7,28
202104,e32839ae-7c61-4cdd-a613-f29454ee42a5,Coimbra,CareWell,8,28
202104,905468a8-01df-4171-bcb8-702ea5c56eb0,Coimbra,VitaLife,8,6
202104,2a6cc003-6b2d-4480-b284-857c3ff57349,Lisboa,MedicoTech,9,6
202104,1dde0238-e18d-4f4e-85da-9907e95de46f,Lisboa,MedicoTech,10,6
202104,85a4f741-81e2-4013-b16c-21142aea2aa7,Coimbra,CareWell,8,1
202104,ce9a03d3-ef8e-4406-85c1-5ac18d165260,Lisboa,HealthPlus,10,15
202104,e87d3f0a-2859-49a1-95f1-5401b97fe241,Lisboa,HealthPlus,8,26
202104,63953590-4d28-452f-bee3-f20ad92618ad,Coimbra,HealthPlus,9,26
202104,cf332bc1-7700-4b1c-abbb-e79dfa6b5d4d,Lisboa,CareWell,9,24
202104,20809d7a-e828-46aa-a979-c9d6558624db,Porto,VitaLife,10,24
202104,22cbe990-be2f-4460-99d1-9cf1ad89b4db,Porto,VitaLife,9,19
202104,6036e420-1a06-42f0-86ec-fa8892b0c8bf,Lisboa,VitaLife,10,19
202104,6e7c3a0b-bba7-46e2-99ac-170095a5f57d,Porto,CareWell,10,7
202104,d703604f-d617-47c0-ba1b-91c8159d9867,Lisboa,VitaLife,5,14
202104,29b266d7-7f55-4abb-accd-05341a9dc559,Lisboa,VitaLife,7,14
202104,3ef04ff4-4889-4c63-b1b0-f2dff3f40de3,Lisboa,CareWell,8,14
202104,1f842b31-b733-42ed-99b2-e8512904adcd,Coimbra,CareWell,,1
202104,f2032c0d-85b6-4dd2-ac7d-2c8b0b46e1c3,Lisboa,VitaLife,8,4
202104,0c2e0d63-e66c-478d-98fb-03f43d44df6b,Lisboa,VitaLife,9,4
202104,8b97bbdf-9c75-4222-9be7-78b76327cafd,Porto,VitaLife,10,4
202104,0b4c89de-29e5-4fcc-bd59-b89d85f94026,Lisboa,VitaLife,,2
202104,9337dbd6-4b1e-4dd3-b4ec-5e1bc679759c,Lisboa,MedicoTech,9,6
202104,c95522c5-e459-4909-8dcf-dbdd137db134,Lisboa,CareWell,10,6
202104,c3169afa-d9fa-4fad-8adf-52f52d80a8a6,Porto,VitaLife,0,5
202104,80903854-0c05-4dd2-8fb8-c2d51c865906,Lisboa,VitaLife,10,5
202104,415ffd33-5658-4abc-b172-4ed4f81815c2,Coimbra,HealthPlus,10,8
202104,f3a35a0d-bc93-4fd4-b4bd-82e52c4b0ef9,Coimbra,VitaLife,10,5
202104,a83e0bea-c93c-4f97-8866-f28f7c3bde3b,Coimbra,HealthPlus,10,8
202104,994a12e0-02d8-4d41-934a-ad0d5d9b11e7,Coimbra,VitaLife,8,25
202104,8df972b8-3697-4e96-a953-1fce643dc6da,Porto,HealthPlus,9,25
202104,ac551982-8edc-4051-a7b7-a871449f3ff6,Lisboa,VitaLife,10,25
202104,aa5ce168-89ed-4675-ba2e-4574424a9033,Coimbra,VitaLife,5,1
202104,a39f11a2-4b7c-4447-b53e-2eb42595917e,Coimbra,VitaLife,,2
202104,a21c4895-b9ce-4ecd-a6ea-82a69ad25623,Porto,VitaLife,7,2
202104,2924b321-c815-4f5c-9181-99c27feda283,Coimbra,MedicoTech,9,2
202104,7147a680-dea1-4203-bd00-700f12bb3574,Coimbra,HealthPlus,10,2
202104,68cac8c0-11d8-4808-87ad-13d1f79e7e83,Porto,VitaLife,,5
202104,f3008896-74d1-4dfc-9f5d-8f2d215afaf2,Lisboa,MedicoTech,5,4
202104,8d8d4529-95b0-4a33-8366-87c33a55515d,Coimbra,CareWell,8,4
202104,40eb961b-56ef-465e-975c-5ede32f8eb8e,Lisboa,MedicoTech,8,24
202104,bf2d2ebf-636a-4edb-8006-45cedcd22103,Coimbra,CareWell,9,24
202104,24ffb597-1d3f-485e-847b-1683dfc7291d,Lisboa,CareWell,8,16
202104,338b1762-81c1-49b1-8320-e791dc39efbe,Porto,MedicoTech,9,16
202104,39ed65eb-b593-47f0-a4ef-4ea83b4a62e9,Lisboa,MedicoTech,6,7
202104,6ecee943-bfef-4fb1-b3ae-66b5793afadf,Coimbra,CareWell,7,7
202104,180a78a1-fe00-4b6f-b757-a2a30d4a2eb6,Coimbra,MedicoTech,8,7
202104,6cc6c0ef-bd8b-46e7-b0cb-38f7effd11cd,Lisboa,MedicoTech,10,7
202104,be7221d4-b875-4e73-97c5-755dac2e302d,Lisboa,MedicoTech,5,2
202104,332e21fb-a19c-4466-bedc-70ce5c069ee2,Lisboa,MedicoTech,10,2
202104,40db337f-d738-4f5e-b0c9-451fe7c83ffe,Lisboa,MedicoTech,10,5
202104,83d9f5bc-0db4-4c78-83fc-a7e469ec5bb2,Porto,VitaLife,,1
202104,249b6263-6d67-44c0-ae0e-bacea2d2dea8,Lisboa,CareWell,7,15
202104,98258cbf-ec90-4d25-981c-69e15128d3e7,Porto,VitaLife,8,15
202104,dd0df375-1434-464d-8a14-a3f2ba8aef4c,Lisboa,HealthPlus,9,15
202104,590bf6da-1466-4b8b-ae06-b892ea386610,Porto,CareWell,9,11
202104,13624076-8f01-467a-a0cf-9a1edfc20253,Lisboa,CareWell,6,8
202104,fe6de444-df76-4425-9fa9-657ec6c99b24,Coimbra,MedicoTech,8,48
202104,51d3311e-88a4-4b6d-a698-f84ccc22f473,Lisboa,VitaLife,9,48
202104,e4afe7a0-b24e-43e6-b86c-14c0995e5e0e,Porto,HealthPlus,10,48
202104,02ca571b-36ae-4d82-95ea-28825a4a4d64,Porto,VitaLife,5,26
202104,d3f2a817-8e45-4c95-8029-1650d97915ea,Lisboa,HealthPlus,7,26
202104,5693832f-71bc-4e4c-bb59-27f1b995b8a7,Lisboa,MedicoTech,8,26
202104,860612d4-ea9e-4874-ac69-3ad8af391bd5,Lisboa,HealthPlus,9,26
202104,0713112c-9ae5-4a6b-8cfb-3b8ae9e97af1,Lisboa,MedicoTech,10,6
202104,43923784-8e01-4c9d-9493-56631713faa2,Coimbra,MedicoTech,10,7
202104,939db936-d6c7-42d1-bb40-2d2904d703cf,Coimbra,MedicoTech,9,14
202104,ab952577-b23f-453f-ac84-ab84b9337284,Lisboa,CareWell,10,14
202104,50891409-b0ef-40e6-961f-77c188894791,Coimbra,VitaLife,10,13
202104,bb9a5192-c2d5-4320-a5ca-a1de2863fd1f,Porto,VitaLife,10,20
202104,edf666b0-b09d-4b77-8759-13c5771634c6,Lisboa,MedicoTech,5,11
202104,ba0c6ef7-98d0-40fb-a00a-7cc8e4f7d094,Porto,CareWell,6,11
202104,30d8ad2d-2de0-47b5-82bb-bc3fa6677fcd,Porto,VitaLife,7,11
202104,6b098364-36a0-4b82-9dd5-ddc1cee558d5,Porto,MedicoTech,,1
202104,180ab31a-d290-41d8-9a01-30984bb6371c,Porto,VitaLife,6,8
202104,11a543d6-9e7d-4d87-8067-b78998e2a5dc,Coimbra,VitaLife,7,8
202104,7b3f983d-5950-4b6e-9f4e-531d440f9dbb,Lisboa,VitaLife,8,8
202104,8291967e-d323-4898-b61f-857f1835e7d9,Coimbra,HealthPlus,9,8
202104,e173c295-a628-4f39-b01c-0d975a7d8b76,Lisboa,VitaLife,6,41
202104,57d3020f-2462-48c2-b94b-37155f0477b0,Coimbra,VitaLife,7,41
202104,2cbcc7ff-f5d2-48f3-aaf4-0cdb7a0d8bfb,Coimbra,VitaLife,,2
202104,7b60aa54-2183-4cea-98ea-2d7827630d5b,Lisboa,MedicoTech,,1
202104,bfa99df8-8126-4c03-8822-5b63788888a1,Porto,MedicoTech,,1
202104,ef013ffb-2263-4a55-9705-420d2dedb18b,Coimbra,MedicoTech,8,90
202104,5d5be092-84fc-4174-94d9-65d98daf1863,Lisboa,MedicoTech,9,90
202104,152d3f61-548b-4477-a1c9-bf45b3981e01,Lisboa,MedicoTech,10,4
202104,54af33d0-431f-4dd6-a75d-8ba1f50c991a,Coimbra,MedicoTech,10,2
202104,c2a8cde9-c435-4a14-822e-f5ca8dcb5583,Lisboa,MedicoTech,9,22
202104,83d7c00f-d4c4-4d4a-a9b3-1413faa0949b,Porto,CareWell,10,22
202104,88ced45c-5656-41b5-930e-6300b564900d,Porto,HealthPlus,9,34
202104,cade7f32-911a-4c76-a1d6-272d66fdc124,Lisboa,MedicoTech,10,6
202104,e43d7fb9-0e8e-411d-8e0c-f200e2c8f98f,Porto,MedicoTech,,2
202104,33c62dda-24ff-4364-a536-b030efc0eeb6,Porto,CareWell,9,53
202104,a06b47b6-8ec4-4b02-97b3-5c818642a8c1,Lisboa,VitaLife,10,53
202104,a6edc6c8-29c9-48a0-8d34-8daa2d45bfdf,Porto,HealthPlus,10,74
202104,2d8f17dc-5949-4e5f-9e37-24684de867cc,Lisboa,VitaLife,8,7
202104,ed9c1163-f180-4b43-a6a5-939debe93432,Lisboa,VitaLife,10,7
202104,13637da3-d345-4ae0-908b-14e59ff054bc,Lisboa,VitaLife,10,18
202104,9bdb1a73-a378-4c4d-a8c5-122aa801d678,Lisboa,CareWell,10,12
202104,ef2b7ab1-98d6-47d4-a706-68984e5fe25b,Lisboa,HealthPlus,10,12
202104,96d7a9bc-48df-4fe0-8573-d9f83e572a87,Porto,MedicoTech,8,28
202104,a7d5874c-7481-4ba4-98a1-e5692fac1185,Lisboa,CareWell,,4
202104,81ec8490-93ab-4e96-bdd9-91392eedacb8,Lisboa,HealthPlus,4,14
202104,1522b339-77e0-4e68-87be-9f69aa2aaee4,Lisboa,VitaLife,5,14
202104,32d8e373-657e-4793-9ed5-409cab8cf35d,Lisboa,CareWell,6,14
202104,0e01e0b2-9b87-40ea-a420-6e1d1cdecb1d,Porto,MedicoTech,8,14
202104,8c3939a1-f635-466c-bd66-95b7009b8e6d,Coimbra,MedicoTech,10,31
202104,e77de39d-9222-4fae-b16e-b204582fbc83,Lisboa,CareWell,7,3
202104,efe1df31-7897-423b-8e63-7de5820dde47,Coimbra,HealthPlus,10,111
202104,803581d7-4fc2-4e5b-b9a9-bd5166c2dfce,Lisboa,VitaLife,10,66
202104,17f57464-00fb-4526-8864-b0377a5a2f6a,Porto,MedicoTech,9,61
202104,0c0a924e-727d-417e-8757-08cd7f33494f,Porto,CareWell,10,61
202104,586c2a1c-a7d7-4e31-a7c1-6de5df35e67c,Coimbra,MedicoTech,,2
202104,702854cc-8314-4429-9b1b-0be82dc9df55,Porto,MedicoTech,10,18
202104,1dbe63ef-a894-43e6-b62d-626b4eee5e28,Lisboa,MedicoTech,10,15
202104,16a8c71f-ef27-4b66-bc57-fb44042b9071,Porto,VitaLife,7,22
202104,b3ad53cc-7c1f-403a-8a79-4807a8ad2003,Lisboa,MedicoTech,8,22
202104,776a9168-d3e7-4a48-a313-295e757e87ef,Lisboa,VitaLife,9,42
202104,6b83d46d-51ab-4ff5-8b67-7058f33ac208,Lisboa,CareWell,10,42
202104,e9bb9e5b-6636-4ef1-8a19-c28df6cf4cc7,Porto,VitaLife,10,37
